DNA_number	Protein_name	Score	Col_3	Col_4	Col_5	Col_6	Col_7	Col_8	Col_9	Col_10	Col_11
sample_22758	sp|B1IRE9|SYI_ECOLC	100.0	49	0	0	2	148	124	172	2.99e-29	105.0
sample_22758	sp|A1A774|SYI_ECOK1	100.0	49	0	0	2	148	124	172	2.99e-29	105.0
sample_22758	sp|A7ZVX4|SYI_ECOHS	100.0	49	0	0	2	148	124	172	2.99e-29	105.0
sample_22758	sp|B7MAE6|SYI_ECO45	100.0	49	0	0	2	148	124	172	2.99e-29	105.0
sample_22758	sp|B1LFV6|SYI_ECOSM	100.0	49	0	0	2	148	124	172	3.02e-29	105.0
sample_22758	sp|B6HZ21|SYI_ECOSE	100.0	49	0	0	2	148	124	172	3.02e-29	105.0
sample_22758	sp|B7N7Q0|SYI_ECOLU	100.0	49	0	0	2	148	124	172	3.02e-29	105.0
sample_22758	sp|P00956|SYI_ECOLI	100.0	49	0	0	2	148	124	172	3.02e-29	105.0
sample_22758	sp|B1XBF1|SYI_ECODH	100.0	49	0	0	2	148	124	172	3.02e-29	105.0
sample_22758	sp|C4ZPV2|SYI_ECOBW	100.0	49	0	0	2	148	124	172	3.02e-29	105.0
sample_22758	sp|B7M0C2|SYI_ECO8A	100.0	49	0	0	2	148	124	172	3.02e-29	105.0
sample_22758	sp|B7NHD0|SYI_ECO7I	100.0	49	0	0	2	148	124	172	3.02e-29	105.0
sample_22758	sp|B7L4E8|SYI_ECO55	100.0	49	0	0	2	148	124	172	3.02e-29	105.0
sample_22758	sp|A7ZHB5|SYI_ECO24	100.0	49	0	0	2	148	124	172	3.02e-29	105.0
sample_22758	sp|B7UI71|SYI_ECO27	100.0	49	0	0	2	148	124	172	3.05e-29	105.0
sample_22758	sp|B5YYB8|SYI_ECO5E	100.0	49	0	0	2	148	124	172	3.08e-29	105.0
sample_22758	sp|Q8XA49|SYI_ECO57	100.0	49	0	0	2	148	124	172	3.08e-29	105.0
sample_22758	sp|Q8FLB7|SYI_ECOL6	100.0	49	0	0	2	148	124	172	3.11e-29	105.0
sample_22758	sp|Q0TLW5|SYI_ECOL5	100.0	49	0	0	2	148	124	172	3.11e-29	105.0
sample_22758	sp|B7MNN1|SYI_ECO81	100.0	49	0	0	2	148	124	172	3.11e-29	105.0
sample_2276669	sp|P33916|YEJF_ECOLI	100.0	49	0	0	3	149	125	173	2.96e-28	102.0
sample_2276685	sp|P33916|YEJF_ECOLI	100.0	49	0	0	2	148	130	178	3.76e-28	102.0
sample_2276960	sp|P33916|YEJF_ECOLI	100.0	49	0	0	3	149	222	270	4.38e-30	108.0
sample_2277642	sp|P33916|YEJF_ECOLI	100.0	49	0	0	2	148	449	497	2.0900000000000003e-27	100.0
sample_2277924	sp|P0AD21|YEJG_ECOLI	100.0	49	0	0	148	2	56	104	3.04e-31	103.0
sample_2277924	sp|P0AD22|YEJG_ECOL6	100.0	49	0	0	148	2	56	104	3.04e-31	103.0
sample_227830	sp|O85343|MANB_ECO57	40.741	27	16	0	81	1	415	441	0.59	25.8
sample_2278478	sp|P28246|BCR_ECOLI	100.0	18	0	0	148	95	379	396	3.61e-07	43.5
sample_2278639	sp|P28246|BCR_ECOLI	100.0	49	0	0	149	3	325	373	6.100000000000001e-27	98.6
sample_2278671	sp|P28246|BCR_ECOLI	100.0	50	0	0	150	1	314	363	5.4000000000000005e-27	98.6
sample_2280771	sp|P33919|RADD_ECOLI	100.0	49	0	0	2	148	48	96	6.77e-27	99.4
sample_2281091	sp|P33919|RADD_ECOLI	100.0	49	0	0	3	149	155	203	2.3e-30	108.0
sample_2281402	sp|P33919|RADD_ECOLI	100.0	50	0	0	1	150	258	307	5.47e-28	102.0
sample_2281646	sp|P33919|RADD_ECOLI	100.0	49	0	0	3	149	340	388	1.66e-32	115.0
sample_2282583	sp|B6I184|RL25_ECOSE	100.0	49	0	0	3	149	24	72	8.9e-31	101.0
sample_2282583	sp|P68919|RL25_ECOLI	100.0	49	0	0	3	149	24	72	8.9e-31	101.0
sample_2282583	sp|B1IY84|RL25_ECOLC	100.0	49	0	0	3	149	24	72	8.9e-31	101.0
sample_2282583	sp|A8A248|RL25_ECOHS	100.0	49	0	0	3	149	24	72	8.9e-31	101.0
sample_2282583	sp|B1X883|RL25_ECODH	100.0	49	0	0	3	149	24	72	8.9e-31	101.0
sample_2282583	sp|C4ZU30|RL25_ECOBW	100.0	49	0	0	3	149	24	72	8.9e-31	101.0
sample_2282583	sp|B7M535|RL25_ECO8A	100.0	49	0	0	3	149	24	72	8.9e-31	101.0
sample_2282583	sp|B7LAK9|RL25_ECO55	100.0	49	0	0	3	149	24	72	8.9e-31	101.0
sample_2282583	sp|A7ZP09|RL25_ECO24	100.0	49	0	0	3	149	24	72	8.9e-31	101.0
sample_2282698	sp|B6I184|RL25_ECOSE	100.0	33	0	0	2	100	62	94	3.4e-18	69.7
sample_2282698	sp|P68919|RL25_ECOLI	100.0	33	0	0	2	100	62	94	3.4e-18	69.7
sample_2282698	sp|B1IY84|RL25_ECOLC	100.0	33	0	0	2	100	62	94	3.4e-18	69.7
sample_2282698	sp|A8A248|RL25_ECOHS	100.0	33	0	0	2	100	62	94	3.4e-18	69.7
sample_2282698	sp|B1X883|RL25_ECODH	100.0	33	0	0	2	100	62	94	3.4e-18	69.7
sample_2282698	sp|C4ZU30|RL25_ECOBW	100.0	33	0	0	2	100	62	94	3.4e-18	69.7
sample_2282698	sp|B7M535|RL25_ECO8A	100.0	33	0	0	2	100	62	94	3.4e-18	69.7
sample_2282698	sp|B7LAK9|RL25_ECO55	100.0	33	0	0	2	100	62	94	3.4e-18	69.7
sample_2282698	sp|A7ZP09|RL25_ECO24	100.0	33	0	0	2	100	62	94	3.4e-18	69.7
sample_2282698	sp|B5YWX8|RL25_ECO5E	100.0	33	0	0	2	100	62	94	3.84e-18	69.7
sample_2282698	sp|Q8XE69|RL25_ECO57	100.0	33	0	0	2	100	62	94	3.84e-18	69.7
sample_228271	sp|A1AI32|FADA_ECOK1	57.895	19	8	0	60	116	257	275	3.1	23.9
sample_228271	sp|Q1R467|FADA_ECOUT	57.895	19	8	0	60	116	257	275	3.2	23.9
sample_2283930	sp|P18004|TRAC_ECOLI	28.571	35	25	0	13	117	445	479	3.4	23.9
sample_2284115	sp|A7ZP12|YEJL_ECO24	100.0	45	0	0	14	148	1	45	9.64e-28	93.2
sample_2284115	sp|B6I186|YEJL_ECOSE	100.0	45	0	0	14	148	1	45	1.6200000000000003e-27	92.8
sample_2284115	sp|B7N5F1|YEJL_ECOLU	100.0	45	0	0	14	148	1	45	1.6200000000000003e-27	92.8
sample_2284115	sp|P0AD24|YEJL_ECOLI	100.0	45	0	0	14	148	1	45	1.6200000000000003e-27	92.8
sample_2284115	sp|B1IY82|YEJL_ECOLC	100.0	45	0	0	14	148	1	45	1.6200000000000003e-27	92.8
sample_2284115	sp|P0AD25|YEJL_ECOL6	100.0	45	0	0	14	148	1	45	1.6200000000000003e-27	92.8
sample_2284115	sp|A8A251|YEJL_ECOHS	100.0	45	0	0	14	148	1	45	1.6200000000000003e-27	92.8
sample_2284115	sp|B1X885|YEJL_ECODH	100.0	45	0	0	14	148	1	45	1.6200000000000003e-27	92.8
sample_2284115	sp|C4ZU32|YEJL_ECOBW	100.0	45	0	0	14	148	1	45	1.6200000000000003e-27	92.8
sample_2284115	sp|B7M537|YEJL_ECO8A	100.0	45	0	0	14	148	1	45	1.6200000000000003e-27	92.8
sample_2284115	sp|B7MXK3|YEJL_ECO81	100.0	45	0	0	14	148	1	45	1.6200000000000003e-27	92.8
sample_2284115	sp|B5YWY1|YEJL_ECO5E	100.0	45	0	0	14	148	1	45	1.6200000000000003e-27	92.8
sample_2284115	sp|P0AD26|YEJL_ECO57	100.0	45	0	0	14	148	1	45	1.6200000000000003e-27	92.8
sample_2284115	sp|B7LAL1|YEJL_ECO55	100.0	45	0	0	14	148	1	45	1.6200000000000003e-27	92.8
sample_2284694	sp|P0AD27|YEJM_ECOLI	100.0	49	0	0	3	149	108	156	1.01e-28	104.0
sample_2284694	sp|P0AD28|YEJM_ECOL6	100.0	49	0	0	3	149	108	156	1.01e-28	104.0
sample_2284694	sp|P0AD29|YEJM_ECO57	100.0	49	0	0	3	149	108	156	1.01e-28	104.0
sample_2285409	sp|P0AD27|YEJM_ECOLI	100.0	49	0	0	2	148	346	394	2.9e-29	105.0
sample_2285409	sp|P0AD28|YEJM_ECOL6	100.0	49	0	0	2	148	346	394	2.9e-29	105.0
sample_2285409	sp|P0AD29|YEJM_ECO57	100.0	49	0	0	2	148	346	394	2.9e-29	105.0
sample_2285566	sp|P0AD27|YEJM_ECOLI	100.0	50	0	0	1	150	398	447	1.34e-28	103.0
sample_2285566	sp|P0AD28|YEJM_ECOL6	100.0	50	0	0	1	150	398	447	1.34e-28	103.0
sample_2285566	sp|P0AD29|YEJM_ECO57	100.0	50	0	0	1	150	398	447	1.34e-28	103.0
sample_2285751	sp|P0AD27|YEJM_ECOLI	100.0	49	0	0	2	148	460	508	1.33e-19	78.6
sample_2285751	sp|P0AD28|YEJM_ECOL6	100.0	49	0	0	2	148	460	508	1.33e-19	78.6
sample_2285751	sp|P0AD29|YEJM_ECO57	100.0	49	0	0	2	148	460	508	1.33e-19	78.6
sample_2286611	sp|P33924|YEJO_ECOLI	100.0	50	0	0	150	1	741	790	1.2400000000000001e-29	107.0
sample_2287559	sp|P33924|YEJO_ECOLI	100.0	50	0	0	150	1	425	474	3.9e-18	74.3
sample_2287570	sp|P33924|YEJO_ECOLI	100.0	36	0	0	109	2	435	470	8.98e-18	73.6
sample_2287658	sp|P33924|YEJO_ECOLI	100.0	50	0	0	150	1	392	441	1.36e-15	67.4
sample_2287995	sp|P33924|YEJO_ECOLI	100.0	49	0	0	149	3	280	328	1.1700000000000001e-27	101.0
sample_2288305	sp|P33924|YEJO_ECOLI	100.0	49	0	0	148	2	177	225	6.599999999999999e-28	102.0
sample_2288654	sp|P33924|YEJO_ECOLI	100.0	50	0	0	150	1	60	109	5.61e-29	105.0
sample_2288756	sp|P33924|YEJO_ECOLI	100.0	50	0	0	150	1	26	75	2.66e-28	103.0
sample_2289026	sp|P0CE53|INSH6_ECOLI	100.0	36	0	0	149	42	291	326	1.62e-19	77.8
sample_2289026	sp|P0CE56|INSH9_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE55|INSH8_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE54|INSH7_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE52|INSH4_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE51|INSH3_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE50|INSH2_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE49|INSH1_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|A0A385XJE6|INH21_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE65|INH18_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE64|INH17_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE63|INH16_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE62|INH15_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE61|INH14_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE60|INH13_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE59|INH12_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE58|INH11_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289026	sp|P0CE57|INH10_ECOLI	100.0	36	0	0	149	42	291	326	1.68e-19	77.8
sample_2289535	sp|P76071|INSH5_ECOLI	100.0	50	0	0	150	1	121	170	3.27e-30	106.0
sample_2289535	sp|P0CE53|INSH6_ECOLI	100.0	50	0	0	150	1	121	170	3.34e-30	106.0
sample_2289535	sp|P0CE56|INSH9_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE55|INSH8_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE54|INSH7_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE52|INSH4_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE51|INSH3_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE50|INSH2_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE49|INSH1_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|A0A385XJE6|INH21_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE65|INH18_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE64|INH17_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE63|INH16_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE62|INH15_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE61|INH14_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE60|INH13_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE59|INH12_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE58|INH11_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2289535	sp|P0CE57|INH10_ECOLI	100.0	50	0	0	150	1	121	170	3.38e-30	106.0
sample_2290028	sp|Q46840|YGHO_ECOLI	96.0	25	1	0	16	90	1	25	1.68e-10	52.8
sample_2290134	sp|P33924|YEJO_ECOLI	100.0	15	0	0	46	2	1	15	0.000643	34.3
sample_2290395	sp|P31802|NARP_ECOLI	100.0	15	0	0	105	149	1	15	6.23e-05	37.0
sample_2290674	sp|P31802|NARP_ECOLI	100.0	49	0	0	3	149	60	108	8.1e-28	97.4
sample_2290725	sp|P31802|NARP_ECOLI	100.0	49	0	0	3	149	77	125	3.1200000000000003e-27	95.9
sample_2290764	sp|P31802|NARP_ECOLI	100.0	49	0	0	3	149	90	138	1.41e-28	99.4
sample_2291119	sp|Q8X367|YAHH_ECO57	66.667	15	5	0	110	66	45	59	6.2	23.1
sample_2291119	sp|Q8X367|YAHH_ECO57	66.667	15	5	0	110	66	14	28	8.6	22.7
sample_2291119	sp|Q8X367|YAHH_ECO57	66.667	15	5	0	110	66	76	90	8.6	22.7
sample_2291119	sp|Q2EEQ3|YAHH_ECOLI	66.667	15	5	0	110	66	14	28	9.5	22.3
sample_2291119	sp|Q2EEQ3|YAHH_ECOLI	66.667	15	5	0	110	66	76	90	9.5	22.3
sample_229173	sp|P30863|DKGB_ECOLI	100.0	49	0	0	3	149	4	52	1.3e-28	100.0
sample_2292700	sp|P0AA86|DSBE_ECOLI	100.0	50	0	0	150	1	39	88	4.79e-33	110.0
sample_2292700	sp|P0AA87|DSBE_ECO57	100.0	50	0	0	150	1	39	88	4.79e-33	110.0
sample_2292968	sp|P33927|CCMF_ECOLI	100.0	49	0	0	148	2	597	645	7.94e-20	79.3
sample_2293022	sp|P33927|CCMF_ECOLI	100.0	36	0	0	148	41	579	614	4.92e-19	77.0
sample_2293477	sp|P33927|CCMF_ECOLI	100.0	49	0	0	149	3	427	475	1.51e-16	70.1
sample_2293813	sp|P33927|CCMF_ECOLI	100.0	36	0	0	149	42	315	350	1.66e-17	72.8
sample_2294216	sp|P33927|CCMF_ECOLI	100.0	49	0	0	148	2	181	229	8.03e-26	96.3
sample_2294419	sp|P33927|CCMF_ECOLI	100.0	49	0	0	149	3	113	161	2.2600000000000003e-27	100.0
sample_2294756	sp|P33927|CCMF_ECOLI	100.0	49	0	0	148	2	1	49	5.9e-17	71.2
sample_2294798	sp|P33927|CCMF_ECOLI	100.0	35	0	0	106	2	1	35	6.45e-08	45.4
sample_2294798	sp|B1LKU3|CCME_ECOSM	100.0	15	0	0	150	106	145	159	0.000207	35.4
sample_2294798	sp|Q1R9M2|CCME_ECOUT	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|B6I195|CCME_ECOSE	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|B7N5F8|CCME_ECOLU	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|P69490|CCME_ECOLI	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|B1IY75|CCME_ECOLC	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|P69491|CCME_ECOL6	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|Q0TFP4|CCME_ECOL5	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|A1AD51|CCME_ECOK1	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|A8A259|CCME_ECOHS	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|B1X893|CCME_ECODH	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|C4ZU39|CCME_ECOBW	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|B7MXM7|CCME_ECO81	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|B7NN09|CCME_ECO7I	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|B5YWY8|CCME_ECO5E	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|P69492|CCME_ECO57	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|B7LAM0|CCME_ECO55	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|B7MFA9|CCME_ECO45	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|B7UFL0|CCME_ECO27	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|A7ZP19|CCME_ECO24	100.0	15	0	0	150	106	145	159	0.000234	35.4
sample_2294798	sp|B7M547|CCME_ECO8A	100.0	15	0	0	150	106	145	159	0.000241	35.0
sample_2295564	sp|P0ABM1|CCMC_ECOLI	100.0	43	0	0	150	22	203	245	8.229999999999999e-23	85.1
sample_2295564	sp|P0ABM2|CCMC_ECOL6	100.0	43	0	0	150	22	203	245	8.229999999999999e-23	85.1
sample_2295564	sp|P0ABM3|CCMC_ECO57	100.0	43	0	0	150	22	203	245	8.229999999999999e-23	85.1
sample_2295815	sp|P0ABM1|CCMC_ECOLI	100.0	49	0	0	148	2	120	168	3.84e-27	96.7
sample_2295815	sp|P0ABM2|CCMC_ECOL6	100.0	49	0	0	148	2	120	168	3.84e-27	96.7
sample_2295815	sp|P0ABM3|CCMC_ECO57	100.0	49	0	0	148	2	120	168	3.84e-27	96.7
sample_2296536	sp|P0ABL8|CCMB_ECOLI	100.0	49	0	0	149	3	114	162	1.1e-10	52.8
sample_2296536	sp|P0ABL9|CCMB_ECOL6	100.0	49	0	0	149	3	114	162	1.1e-10	52.8
sample_2296536	sp|P0ABM0|CCMB_ECO57	100.0	49	0	0	149	3	114	162	1.1e-10	52.8
sample_2296893	sp|P0ABL8|CCMB_ECOLI	100.0	43	0	0	131	3	1	43	4.99e-25	90.5
sample_2296893	sp|P0ABL9|CCMB_ECOL6	100.0	43	0	0	131	3	1	43	4.99e-25	90.5
sample_2296893	sp|P0ABM0|CCMB_ECO57	100.0	43	0	0	131	3	1	43	4.99e-25	90.5
sample_2297377	sp|Q8XE58|CCMA_ECO57	100.0	50	0	0	150	1	40	89	7.05e-23	84.7
sample_2297377	sp|P33931|CCMA_ECOLI	100.0	50	0	0	150	1	40	89	7.359999999999999e-23	84.7
sample_2297377	sp|Q0TFP1|CCMA_ECOL5	100.0	50	0	0	150	1	40	89	7.359999999999999e-23	84.7
sample_2297377	sp|Q1R9L8|CCMA_ECOUT	100.0	50	0	0	150	1	40	89	7.769999999999999e-23	84.7
sample_2297379	sp|P33931|CCMA_ECOLI	100.0	49	0	0	148	2	40	88	4.5100000000000005e-22	82.4
sample_2297379	sp|Q0TFP1|CCMA_ECOL5	100.0	49	0	0	148	2	40	88	4.5100000000000005e-22	82.4
sample_2297379	sp|Q1R9L8|CCMA_ECOUT	100.0	49	0	0	148	2	40	88	4.81e-22	82.4
sample_2297379	sp|Q8XE58|CCMA_ECO57	100.0	49	0	0	148	2	40	88	4.91e-22	82.4
sample_2297782	sp|P0ABL5|NAPC_ECOLI	100.0	50	0	0	150	1	110	159	3.19e-33	110.0
sample_2297782	sp|P0ABL6|NAPC_ECOL6	100.0	50	0	0	150	1	110	159	3.19e-33	110.0
sample_2297782	sp|P0ABL7|NAPC_ECO57	100.0	50	0	0	150	1	110	159	3.19e-33	110.0
sample_2298135	sp|P0ABL5|NAPC_ECOLI	100.0	41	0	0	124	2	1	41	4.34e-27	95.1
sample_2298135	sp|P0ABL6|NAPC_ECOL6	100.0	41	0	0	124	2	1	41	4.34e-27	95.1
sample_2298135	sp|P0ABL7|NAPC_ECO57	100.0	41	0	0	124	2	1	41	4.34e-27	95.1
sample_2298384	sp|P0ABL3|NAPB_ECOLI	100.0	49	0	0	148	2	63	111	1.26e-32	107.0
sample_2298579	sp|P0ABL3|NAPB_ECOLI	100.0	46	0	0	139	2	1	46	2.06e-28	97.4
sample_2299548	sp|P0AAL3|NAPG_ECOLI	100.0	43	0	0	148	20	189	231	4.7500000000000003e-26	93.2
sample_2299548	sp|P0AAL4|NAPG_ECOL6	100.0	43	0	0	148	20	189	231	4.7500000000000003e-26	93.2
sample_2299548	sp|P33934|NAPH_ECOLI	100.0	10	0	0	30	1	1	10	0.52	26.2
sample_2299732	sp|P0AAL3|NAPG_ECOLI	100.0	50	0	0	150	1	127	176	4.25e-31	106.0
sample_2299732	sp|P0AAL4|NAPG_ECOL6	100.0	50	0	0	150	1	127	176	4.25e-31	106.0
sample_2300236	sp|B7M5P6|NAPA_ECO8A	100.0	39	0	0	150	34	790	828	7.8e-22	85.1
sample_2300236	sp|B7LAM9|NAPA_ECO55	100.0	39	0	0	150	34	790	828	7.8e-22	85.1
sample_2300236	sp|B7UFL9|NAPA_ECO27	100.0	39	0	0	150	34	790	828	8.03e-22	85.1
sample_2300236	sp|B1LKV2|NAPA_ECOSM	100.0	39	0	0	150	34	790	828	8.19e-22	85.1
sample_2300236	sp|B6I1A4|NAPA_ECOSE	100.0	39	0	0	150	34	790	828	8.19e-22	85.1
sample_2300236	sp|B7N5G7|NAPA_ECOLU	100.0	39	0	0	150	34	790	828	8.19e-22	85.1
sample_2300236	sp|B1IY66|NAPA_ECOLC	100.0	39	0	0	150	34	790	828	8.19e-22	85.1
sample_2300236	sp|Q8CVW4|NAPA_ECOL6	100.0	39	0	0	150	34	790	828	8.19e-22	85.1
sample_2300236	sp|Q0TFN6|NAPA_ECOL5	100.0	39	0	0	150	34	790	828	8.19e-22	85.1
sample_2300236	sp|A8A268|NAPA_ECOHS	100.0	39	0	0	150	34	790	828	8.19e-22	85.1
sample_2300236	sp|B7NN18|NAPA_ECO7I	100.0	39	0	0	150	34	790	828	8.19e-22	85.1
sample_2300236	sp|Q1R9L3|NAPA_ECOUT	100.0	39	0	0	150	34	790	828	9.03e-22	84.7
sample_2300236	sp|P33937|NAPA_ECOLI	100.0	39	0	0	150	34	790	828	9.03e-22	84.7
sample_2300236	sp|A1AD59|NAPA_ECOK1	100.0	39	0	0	150	34	790	828	9.03e-22	84.7
sample_2300236	sp|B1X8A2|NAPA_ECODH	100.0	39	0	0	150	34	790	828	9.03e-22	84.7
sample_2300236	sp|C4ZU48|NAPA_ECOBW	100.0	39	0	0	150	34	790	828	9.03e-22	84.7
sample_2300236	sp|B7MFB8|NAPA_ECO45	100.0	39	0	0	150	34	790	828	9.03e-22	84.7
sample_2300236	sp|B7MXN6|NAPA_ECO81	100.0	39	0	0	150	34	790	828	9.48e-22	84.7
sample_2300236	sp|B5YWZ7|NAPA_ECO5E	100.0	39	0	0	150	34	790	828	9.48e-22	84.7
sample_2300236	sp|Q8XE47|NAPA_ECO57	100.0	39	0	0	150	34	790	828	9.48e-22	84.7
sample_2300236	sp|A7ZP28|NAPA_ECO24	100.0	39	0	0	150	34	790	828	9.48e-22	84.7
sample_2300399	sp|B7UFL9|NAPA_ECO27	100.0	49	0	0	149	3	736	784	8.480000000000001e-29	104.0
sample_2300399	sp|Q1R9L3|NAPA_ECOUT	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|B1LKV2|NAPA_ECOSM	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|B6I1A4|NAPA_ECOSE	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|B7N5G7|NAPA_ECOLU	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|P33937|NAPA_ECOLI	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|B1IY66|NAPA_ECOLC	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|Q8CVW4|NAPA_ECOL6	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|Q0TFN6|NAPA_ECOL5	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|A1AD59|NAPA_ECOK1	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|A8A268|NAPA_ECOHS	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|B1X8A2|NAPA_ECODH	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|C4ZU48|NAPA_ECOBW	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|B7M5P6|NAPA_ECO8A	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|B7MXN6|NAPA_ECO81	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|B7NN18|NAPA_ECO7I	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|B7LAM9|NAPA_ECO55	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|B7MFB8|NAPA_ECO45	100.0	49	0	0	149	3	736	784	1.01e-28	104.0
sample_2300399	sp|B5YWZ7|NAPA_ECO5E	100.0	49	0	0	149	3	736	784	1.03e-28	104.0
sample_2300399	sp|Q8XE47|NAPA_ECO57	100.0	49	0	0	149	3	736	784	1.03e-28	104.0
sample_2300399	sp|A7ZP28|NAPA_ECO24	100.0	49	0	0	149	3	736	784	1.03e-28	104.0
sample_2300929	sp|P33937|NAPA_ECOLI	100.0	50	0	0	150	1	559	608	1.6499999999999999e-28	103.0
sample_2300929	sp|B1X8A2|NAPA_ECODH	100.0	50	0	0	150	1	559	608	1.6499999999999999e-28	103.0
sample_2300929	sp|C4ZU48|NAPA_ECOBW	100.0	50	0	0	150	1	559	608	1.6499999999999999e-28	103.0
sample_2301297	sp|B5YWZ7|NAPA_ECO5E	100.0	49	0	0	148	2	437	485	1.87e-31	112.0
